chrom,start0,end0,gene_id,gene_name,strand
chr7,100838287,100844319,ENSG00000106384.12_12,MOGAT3,-
chr7,100849257,100861701,ENSG00000106397.12_14,PLOD3,-
chr7,100861445,100867471,ENSG00000106400.12_7,ZNHIT1,+
chr7,100875372,100882101,ENSG00000106404.14_18,CLDN15,-
chr7,100882738,100895597,ENSG00000214253.9_18,FIS1,-
chr7,100954194,100965104,ENSG00000128581.17_10,IFT22,-
chr7,101006155,101202304,ENSG00000160963.14_11,COL26A1,+
chr7,101256609,101272576,ENSG00000106436.8_12,MYL10,-
chr7,101459183,101927250,ENSG00000257923.12_15,CUX1,+
chr7,101928381,101962178,ENSG00000160999.11_10,SH2B2,+
chr7,101986185,101996889,ENSG00000260097.3_9,SPDYE6,-
chr7,102004318,102067123,ENSG00000128563.13_7,PRKRIP1,+
chr7,102073552,102097272,ENSG00000160991.17_16,ORAI2,+
chr7,102096684,102105310,ENSG00000160993.4_9,ALKBH4,-
chr7,102105402,102113615,ENSG00000161036.13_8,LRWD1,+
chr7,102113574,102119369,ENSG00000005075.16_8,POLR2J,-
chr7,102120422,102158224,ENSG00000170667.16_12,RASA4B,-
chr7,102178364,102213100,ENSG00000168255.20_21,POLR2J3,-
chr7,102178365,102184143,ENSG00000284981.2_7,UPK3BL2,-
chr7,102181947,102232891,ENSG00000270249.2_15,ENSG00000270249,-
chr7,102191672,102203985,ENSG00000205238.12_13,SPDYE2,+
chr7,102202579,102213030,ENSG00000285437.2_10,POLR2J3,-
chr7,102220092,102257203,ENSG00000105808.19_5,RASA4,-
chr7,102222969,102283316,ENSG00000205236.6_13,ENSG00000205236,-
chr7,102277471,102283238,ENSG00000267368.1_13,UPK3BL1,-
chr7,102277495,102312088,ENSG00000267645.5_13,POLR2J2-UPK3BL1,-
chr7,102290765,102303072,ENSG00000173678.15_12,SPDYE2B,+
chr7,102305814,102312110,ENSG00000228049.8_13,POLR2J2,-
chr7,102389417,102449672,ENSG00000222011.9_13,FAM185A,+
chr7,102451635,102715286,ENSG00000161040.19_18,FBXL13,-
chr7,102553446,102585558,ENSG00000128606.13_9,LRRC17,+
chr7,102715327,102740206,ENSG00000170632.14_9,ARMC10,+
chr7,102740222,102790007,ENSG00000161048.12_16,NAPEPLD,-
chr7,102937853,102972265,ENSG00000105819.15_12,PMPCB,+
chr7,102952735,102985277,ENSG00000105821.15_13,DNAJC2,-
chr7,102969016,103010793,ENSG00000161057.13_17,PSMC2,+
chr7,102993176,103086654,ENSG00000170615.16_16,SLC26A5,-
chr7,103111827,103630105,ENSG00000189056.15_16,RELN,-
chr7,103766787,103848495,ENSG00000164815.11_9,ORC5,-
chr7,103969050,104549008,ENSG00000187416.13_15,LHFPL3,+
chr7,104581389,104755466,ENSG00000005483.23_20,KMT2E,+
chr7,104681294,104681372,ENSG00000289360.1_2,ENSG00000289360,+
chr7,104681304,104681403,ENSG00000288914.1_2,ENSG00000288914,+
chr7,104751150,105039755,ENSG00000135250.17_20,SRPK2,-
chr7,105080107,105162718,ENSG00000091127.14_15,PUS7,-
chr7,105172615,105208124,ENSG00000135249.8_7,RINT1,+
chr7,105205566,105241322,ENSG00000185055.11_16,EFCAB10,-
chr7,105245218,105517045,ENSG00000146776.15_17,ATXN7L1,-
chr7,105517241,105676878,ENSG00000128536.16_8,CDHR3,+
chr7,105730950,105753035,ENSG00000008282.10_17,SYPL1,-
chr7,105888743,105926412,ENSG00000105835.13_17,NAMPT,-
chr7,106294805,106301604,ENSG00000253276.5_13,CCDC71L,-
chr7,106505722,106549425,ENSG00000105851.11_8,PIK3CG,+
chr7,106685149,106802256,ENSG00000005249.14_8,PRKAR2B,+
chr7,106809405,106842967,ENSG00000105856.14_15,HBP1,+
chr7,106841816,107204706,ENSG00000164597.15_15,COG5,-
chr7,107110462,107116129,ENSG00000172209.6_7,GPR22,+
chr7,107203928,107218968,ENSG00000105865.11_8,DUS4L,+
chr7,107204415,107263762,ENSG00000288558.3_10,DUS4L-BCAP29,+
chr7,107220690,107269615,ENSG00000075790.12_17,BCAP29,+
chr7,107301272,107358254,ENSG00000091137.14_13,SLC26A4,+
chr7,107383517,107402112,ENSG00000105879.13_15,CBLL1,+
chr7,107405911,107443670,ENSG00000091138.13_11,SLC26A3,-
chr7,107531606,107572175,ENSG00000091140.15_8,DLD,+
chr7,107564243,107643658,ENSG00000091136.15_12,LAMB1,-
chr7,107663992,107770806,ENSG00000091128.13_15,LAMB4,-
chr7,107788067,108097161,ENSG00000091129.22_19,NRCAM,-
chr7,108110860,108210110,ENSG00000135241.17_19,PNPLA8,-
chr7,108194986,108210194,ENSG00000177683.14_10,THAP5,-
chr7,108210310,108215294,ENSG00000128590.5_7,DNAJB9,+
chr7,110302699,111202573,ENSG00000184903.10_11,IMMP2L,-
chr7,110731061,110765510,ENSG00000173114.13_8,LRRN3,+
chr7,111366165,111846462,ENSG00000128512.24_8,DOCK4,-
chr7,111846749,111983989,ENSG00000198839.10_7,ZNF277,+
chr7,112062941,112121072,ENSG00000006652.15_20,IFRD1,+
chr7,112090514,112130996,ENSG00000288640.1_11,ENSG00000288640,+
chr7,112090541,112090700,ENSG00000288634.1_6,ENSG00000288634,+
chr7,112120907,112131117,ENSG00000181016.9_8,LSMEM1,+
chr7,112402431,112430478,ENSG00000146802.13_16,TMEM168,-
chr7,112459201,112579930,ENSG00000164603.12_14,SAMTOR,-
chr7,112718385,112727833,ENSG00000164604.14_16,GPR85,-
chr7,112756772,112758615,ENSG00000214194.9_13,SMIM30,-
chr7,113516831,113715975,ENSG00000154415.8_10,PPP1R3A,-
chr7,113726381,114333827,ENSG00000128573.28_18,FOXP2,+
chr7,114562148,114659971,ENSG00000135272.13_11,MDFIC,+
chr7,115575201,115799950,ENSG00000105967.16_15,TFEC,-
chr7,115850559,115898837,ENSG00000135269.18_8,TES,+
chr7,115927433,116148595,ENSG00000105971.15_7,CAV2,+
chr7,116165047,116201233,ENSG00000105974.13_12,CAV1,+
chr7,116312249,116438431,ENSG00000105976.16_16,MET,+
chr7,116451123,116562103,ENSG00000198898.16_16,CAPZA2,+
chr7,116593291,116870230,ENSG00000004866.22_15,ST7,+
chr7,116594444,116759773,ENSG00000288635.1_14,ENSG00000288635,+
chr7,116915504,116963206,ENSG00000105989.10_18,WNT2,-
chr7,116927173,117356025,ENSG00000001626.18_20,CFTR,+
chr7,117003275,117068177,ENSG00000154438.8_11,ASZ1,-
chr7,117350704,117514193,ENSG00000077063.11_18,CTTNBP2,-
chr7,117824197,117844089,ENSG00000128534.8_8,LSM8,+
chr7,117854722,118136225,ENSG00000106013.15_10,ANKRD7,+
chr7,119913228,120390391,ENSG00000184408.10_10,KCND2,+
chr7,120427373,120498456,ENSG00000106025.9_13,TSPAN12,-
chr7,120590816,120617270,ENSG00000071243.16_7,ING3,+
chr7,120628750,120937496,ENSG00000106034.18_14,CPED1,+
chr7,120965420,120981158,ENSG00000002745.13_10,WNT16,+
chr7,120988904,121036418,ENSG00000196937.12_14,FAM3C,-
chr7,121513142,121702090,ENSG00000106278.12_18,PTPRZ1,+
chr7,121704636,121784362,ENSG00000008311.16_18,AASS,-
chr7,121941356,121950745,ENSG00000128610.12_15,FEZF1,-
chr7,121958464,122526813,ENSG00000081803.17_18,CADPS2,-
chr7,122337788,122339171,ENSG00000188050.3_12,RNF133,-
chr7,122341721,122342976,ENSG00000235631.2_10,RNF148,-
chr7,122634757,122635754,ENSG00000128519.3_7,TAS2R16,-
chr7,122753584,122840026,ENSG00000081800.9_9,SLC13A1,-
chr7,123092246,123175131,ENSG00000164675.11_9,IQUB,-
chr7,123177050,123197958,ENSG00000128609.16_15,NDUFA5,-
chr7,123207063,123279535,ENSG00000146809.14_9,ASB15,+
chr7,123295919,123304344,ENSG00000170807.12_8,LMOD2,+
chr7,123321996,123389057,ENSG00000106299.8_9,WASL,-
chr7,123469036,123517535,ENSG00000106302.10_12,HYAL4,+
chr7,123565290,123611468,ENSG00000106304.16_15,SPAM1,+
chr7,123670974,123673121,ENSG00000234224.3_8,TMEM229A,-
chr7,124116370,124117718,ENSG00000230268.4_10,SSU72L6,+
chr7,124383938,124405846,ENSG00000170775.3_9,GPR37,-
chr7,124462439,124570037,ENSG00000128513.16_15,POT1,-
chr7,126078651,126893147,ENSG00000179603.19_20,GRM8,-
chr7,126986843,127071978,ENSG00000048405.11_16,ZNF800,-
chr7,127220681,127233665,ENSG00000179562.3_9,GCC1,-
chr7,127228439,127231754,ENSG00000004059.11_9,ARF5,+
chr7,127231462,127242198,ENSG00000106328.10_16,FSCN3,+
chr7,127250345,127258196,ENSG00000106331.19_16,PAX4,-
chr7,127292247,127732661,ENSG00000197157.11_11,SND1,+
chr7,127667123,127672160,ENSG00000128594.8_13,LRRC4,-
chr7,127881330,127897682,ENSG00000174697.5_7,LEP,+
chr7,127937737,127983962,ENSG00000106344.8_13,RBM28,-
chr7,127990378,128001744,ENSG00000224940.10_19,PRRT4,-
chr7,128032330,128050040,ENSG00000106348.19_19,IMPDH1,-
chr7,128095902,128098472,ENSG00000135245.10_8,HILPDA,+
chr7,128116782,128146656,ENSG00000165055.16_11,METTL2B,+
chr7,128311746,128327931,ENSG00000205085.13_13,GARIN1A,+
chr7,128349114,128371797,ENSG00000135248.16_17,GARIN1B,+
chr7,128379345,128413454,ENSG00000128595.17_13,CALU,+
chr7,128412538,128415848,ENSG00000128617.3_9,OPN1SW,-
chr7,128430810,128462186,ENSG00000128596.17_15,CCDC136,+
chr7,128470459,128499328,ENSG00000128591.17_9,FLNC,+
chr7,128502095,128550773,ENSG00000135253.16_15,KCP,-
chr7,128502909,128505901,ENSG00000128524.5_7,ATP6V1F,+
chr7,128506383,128512101,ENSG00000272899.4_12,SPMIP1,+
chr7,128577510,128590092,ENSG00000128604.21_17,IRF5,+
chr7,128594233,128695227,ENSG00000064419.14_10,TNPO3,-
chr7,128784723,128809540,ENSG00000158457.6_7,TSPAN33,+
chr7,128828473,128853386,ENSG00000128602.11_9,SMO,+
chr7,128864870,129070052,ENSG00000158467.17_13,AHCYL2,+
chr7,129074272,129128240,ENSG00000128578.10_8,STRIP2,+
chr7,129142371,129152759,ENSG00000240204.3_7,SMKR1,+
chr7,129251560,129396922,ENSG00000106459.15_11,NRF1,+
chr7,129470571,129592800,ENSG00000186591.13_13,UBE2H,-
chr7,129658126,129691241,ENSG00000091732.18_10,ZC3HC1,-
chr7,129710373,129775545,ENSG00000128607.14_9,KLHDC10,+
chr7,129804552,129847610,ENSG00000146842.17_12,TMEM209,-
chr7,129846183,129856684,ENSG00000165120.5_8,SSMEM1,+
chr7,129906702,129929638,ENSG00000158516.12_7,CPA2,+
chr7,129932973,129964020,ENSG00000128510.12_11,CPA4,+
chr7,129984655,130008571,ENSG00000158525.16_11,CPA5,+
chr7,130020179,130027955,ENSG00000091704.10_10,CPA1,+
chr7,130033611,130082274,ENSG00000106477.20_20,CEP41,-
chr7,130126011,130146306,ENSG00000106484.16_18,MEST,+
chr7,130146078,130353588,ENSG00000158623.14_9,COPG2,-
chr7,130353482,130372268,ENSG00000213265.9_15,TSGA13,-
chr7,130415524,130418967,ENSG00000266265.4_10,KLF14,-
chr7,130794854,131181391,ENSG00000128585.18_12,MKLN1,+
chr7,131185020,131242976,ENSG00000128567.17_13,PODXL,-
chr7,131808098,132333447,ENSG00000221866.10_10,PLXNA4,-
chr7,132469630,132766850,ENSG00000106554.13_14,CHCHD3,-
chr7,132937827,133751890,ENSG00000131558.16_12,EXOC4,+
chr7,133812051,133949347,ENSG00000155530.4_14,LRGUK,+
chr7,133974083,134001682,ENSG00000205060.11_9,SLC35B4,-
chr7,134127107,134144036,ENSG00000085662.14_9,AKR1B1,-
chr7,134212318,134226164,ENSG00000198074.10_7,AKR1B10,+
chr7,134233861,134264627,ENSG00000227471.9_8,AKR1B15,+
chr7,134331562,134364568,ENSG00000172331.12_10,BPGM,+
chr7,134429002,134655480,ENSG00000122786.20_17,CALD1,+
chr7,134671258,134832715,ENSG00000146856.14_11,AGBL3,+
chr7,134777114,134855547,ENSG00000122783.17_12,CYREN,-
chr7,134832796,134832916,ENSG00000229974.1,AC083862.1,-
chr7,134832823,134850967,ENSG00000146859.6_7,TMEM140,+
chr7,134868590,134896307,ENSG00000105875.15_16,WDR91,-
chr7,134916730,134943415,ENSG00000146857.5_11,STRA8,+
chr7,135046546,135194893,ENSG00000080802.21_14,CNOT4,-
chr7,135242664,135333505,ENSG00000155561.15_10,NUP205,+
chr7,135347243,135378166,ENSG00000243317.8_8,STMP1,+
chr7,135365978,135414006,ENSG00000164707.17_15,SLC13A4,-
chr7,135413095,135433561,ENSG00000189320.9_11,FAM180A,-
chr7,135611507,135662107,ENSG00000105887.11_10,MTPN,-
chr7,136553398,136705002,ENSG00000181072.12_7,CHRM2,+
chr7,136912087,137028520,ENSG00000105894.13_11,PTN,-
chr7,137065782,137531838,ENSG00000157680.17_21,DGKI,-
chr7,137559724,137686832,ENSG00000182158.16_13,CREB3L2,-
chr7,137687069,137803051,ENSG00000122787.15_11,AKR1D1,+
chr7,138145003,138274741,ENSG00000122779.18_11,TRIM24,+
chr7,138279029,138386107,ENSG00000157703.16_9,SVOPL,-
chr7,138391038,138484305,ENSG00000105929.16_17,ATP6V0A4,-
chr7,138482696,138522846,ENSG00000214128.11_11,TMEM213,+
chr7,138516125,138666135,ENSG00000122778.10_12,KIAA1549,-
chr7,138710451,138720788,ENSG00000146858.8_9,ZC3HAV1L,-
chr7,138728260,138816868,ENSG00000105939.14_17,ZC3HAV1,-
chr7,138818489,138876732,ENSG00000105948.13_9,IFT56,+
chr7,138915101,138992982,ENSG00000157741.15_10,UBN2,+
chr7,139024202,139031074,ENSG00000164898.13_10,FMC1,+
chr7,139025104,139108203,ENSG00000146963.18_8,LUC7L2,+
chr7,139026105,139107345,ENSG00000269955.2_10,FMC1-LUC7L2,+
chr7,139137435,139168419,ENSG00000188883.5_9,KLRG2,-
chr7,139208430,139229731,ENSG00000236279.7_11,CLEC2L,+
chr7,139246315,139477797,ENSG00000064393.16_14,HIPK2,-
chr7,139476849,139720125,ENSG00000059377.19_16,TBXAS1,+
chr7,139723548,139762751,ENSG00000059378.13_10,PARP12,-
chr7,139784545,139876783,ENSG00000006459.11_11,KDM7A,-
chr7,139993492,140104233,ENSG00000157800.18_13,SLC37A3,-
chr7,140103857,140127774,ENSG00000146955.11_9,RAB19,+
chr7,140152832,140179336,ENSG00000133606.11_19,MKRN1,-
chr7,140218219,140373793,ENSG00000146966.13_17,DENND2A,-
chr7,140372744,140396061,ENSG00000133597.11_20,ADCK2,+
chr7,140390576,140422590,ENSG00000090266.13_11,NDUFB2,+
chr7,140419126,140624729,ENSG00000157764.14_20,BRAF,-
chr7,140702409,140715028,ENSG00000090263.16_12,MRPS33,-
chr7,140773863,141180180,ENSG00000261115.7_11,TMEM178B,+
chr7,141251077,141355044,ENSG00000006530.18_13,AGK,+
chr7,141356527,141401966,ENSG00000257093.7_11,DENND11,-
chr7,141408152,141431071,ENSG00000214102.7_10,WEE2,+
chr7,141438133,141487722,ENSG00000106028.11_12,SSBP1,+
chr7,141463896,141464997,ENSG00000127362.2_6,TAS2R3,+
chr7,141476473,141481491,ENSG00000127364.4_6,TAS2R4,+
chr7,141490016,141491167,ENSG00000127366.5_5,TAS2R5,+
chr7,141536099,141541287,ENSG00000165076.14_10,PRSS37,-
chr7,141586947,141587892,ENSG00000237621.4_7,OR9A1P,+
chr7,141607612,141806547,ENSG00000257335.8_11,MGAM,+
chr7,141616198,141620425,ENSG00000258083.2_11,OR9A4,+
chr7,141627156,141646807,ENSG00000258227.7_15,CLEC5A,-
chr7,141672430,141673573,ENSG00000257138.1_8,TAS2R38,-
chr7,141811517,141922124,ENSG00000257743.9_7,MGAM2,+
chr7,141951962,141957878,ENSG00000258223.6_9,PRSS58,-
chr7,142197569,142198069,ENSG00000241657.2_9,TRBV11-2,-
chr7,142374103,142375550,ENSG00000270672.1,MTRNR2L6,+
chr7,142457318,142460923,ENSG00000204983.15_8,PRSS1,+
chr7,142552822,142568847,ENSG00000106123.13_9,EPHB6,+
chr7,142568960,142583490,ENSG00000165125.22_21,TRPV6,-
chr7,142605266,142630843,ENSG00000127412.7_12,TRPV5,-
chr7,142636439,142637955,ENSG00000165131.8_12,LLCFC1,+
chr7,142638200,142659450,ENSG00000197993.9_18,KEL,-
chr7,142723286,142724219,ENSG00000179468.6_9,OR9A2,-
chr7,142749437,142750379,ENSG00000225781.2_7,OR6V1,+
chr7,142829169,142836832,ENSG00000159763.4_7,PIP,+
chr7,142880511,142881528,ENSG00000236398.2_7,TAS2R39,+
chr7,142919129,142920172,ENSG00000221937.4_5,TAS2R40,+
chr7,142941185,142967947,ENSG00000197448.14_7,GSTK1,+
chr7,142977049,142985141,ENSG00000178826.11_7,TMEM139,+
chr7,142985307,143004789,ENSG00000106144.20_7,CASP2,+
chr7,143013203,143049176,ENSG00000188037.14_15,CLCN1,+
chr7,143050492,143059863,ENSG00000159784.18_15,FAM131B,-
chr7,143078387,143088204,ENSG00000159840.16_13,ZYX,+
chr7,143087381,143105949,ENSG00000146904.9_9,EPHA1,-
chr7,143140545,143141502,ENSG00000185899.1_8,TAS2R60,+
chr7,143174965,143175889,ENSG00000221855.1_8,TAS2R41,+
chr7,143206348,143216562,ENSG00000176510.5_12,OR10AC1,-
chr7,143268893,143271480,ENSG00000271079.1_8,CTAGE15,+
chr7,143318044,143427503,ENSG00000170379.21_11,TCAF2,+
chr7,143336322,143344739,ENSG00000283528.2_11,TCAF2C,-
chr7,143452181,143454789,ENSG00000271321.1_8,CTAGE6,-
chr7,143548467,143599291,ENSG00000198420.10_18,TCAF1,-
chr7,143632325,143633279,ENSG00000221910.3_4,OR2F2,+
chr7,143651936,143694405,ENSG00000213215.5_14,OR2F1,+
chr7,143697412,143705886,ENSG00000221813.4_14,OR6B1,+
chr7,143746040,143755938,ENSG00000221836.4_9,OR2A5,+
chr7,143766903,143772963,ENSG00000221933.3_17,OR2A25,+
chr7,143783370,143796046,ENSG00000221858.3_11,OR2A12,+
chr7,143806675,143807632,ENSG00000221989.3_6,OR2A2,+
chr7,143820268,143828281,ENSG00000221938.5_11,OR2A14,+
chr7,143880558,143883173,ENSG00000288784.1_2,CTAGE4,+
chr7,143883175,143892972,ENSG00000213214.6_9,ARHGEF35,-
chr7,143925336,143936698,ENSG00000212807.3_11,OR2A42,-
chr7,143954755,143961885,ENSG00000243896.4_17,OR2A7,-
chr7,143963766,143966381,ENSG00000289604.1_4,CTAGE8,-
chr7,144009511,144019830,ENSG00000221970.4_9,OR2A1,+
chr7,144052380,144077725,ENSG00000050327.15_14,ARHGEF5,+
chr7,144094332,144107320,ENSG00000106410.15_16,NOBOX,-
chr7,144149033,144533488,ENSG00000196511.15_13,TPK1,-
chr7,145813093,148118090,ENSG00000174469.23_19,CNTNAP2,+
chr7,148287857,148312952,ENSG00000170279.3_7,C7orf33,+
chr7,148395005,148498202,ENSG00000055130.18_15,CUL1,+
chr7,148504348,148581413,ENSG00000106462.12_16,EZH2,-
chr7,148700153,148725754,ENSG00000155660.11_20,PDIA4,-
chr7,148766732,148787874,ENSG00000197362.15_10,ZNF786,-
chr7,148799875,148823416,ENSG00000204947.9_10,ZNF425,-
chr7,148823507,148880134,ENSG00000197024.9_7,ZNF398,+
chr7,148892637,148923334,ENSG00000170265.13_9,ZNF282,+
chr7,148936741,148952697,ENSG00000170260.9_9,ZNF212,+
chr7,148959261,148994393,ENSG00000204946.10_9,ZNF783,+
chr7,149128453,149158153,ENSG00000196453.8_9,ZNF777,-
chr7,149169786,149194908,ENSG00000181220.18_15,ZNF746,-
chr7,149411871,149431664,ENSG00000133619.18_14,KRBA1,+
chr7,149461270,149470677,ENSG00000181444.13_9,ZNF467,-
chr7,149535463,149564568,ENSG00000106479.11_10,ZNF862,+
chr7,149570056,149588293,ENSG00000171130.19_15,ATP6V0E2,+
chr7,149941004,150020814,ENSG00000106526.12_13,ACTR3C,-
chr7,150020351,150035245,ENSG00000127399.15_9,LRRC61,+
chr7,150035405,150038751,ENSG00000106538.10_10,RARRES2,-
chr7,150065277,150071133,ENSG00000214022.12_21,REPIN1,+
chr7,150065878,150095718,ENSG00000196456.13_15,ZNF775,+
chr7,150097789,150109558,ENSG00000284691.1_12,ENSG00000284691,+
chr7,150147717,150176481,ENSG00000171115.4_7,GIMAP8,+
chr7,150211959,150218161,ENSG00000179144.5_7,GIMAP7,+
chr7,150264456,150271041,ENSG00000133574.10_15,GIMAP4,+
chr7,150322462,150329736,ENSG00000133561.15_14,GIMAP6,-
chr7,150382784,150390729,ENSG00000106560.11_7,GIMAP2,+
chr7,150413693,150421372,ENSG00000213203.3_8,GIMAP1,+
chr7,150413755,150440734,ENSG00000281887.3_9,GIMAP1-GIMAP5,+
chr7,150419340,150447121,ENSG00000196329.12_9,GIMAP5,+
chr7,150488372,150498448,ENSG00000106565.19_12,TMEM176B,-
chr7,150497490,150502206,ENSG00000002933.9_16,TMEM176A,+
chr7,150521714,150558592,ENSG00000002726.21_16,AOC1,+
chr7,150642048,150675409,ENSG00000055118.18_11,KCNH2,-
chr7,150688104,150711676,ENSG00000164867.11_10,NOS3,+
chr7,150709296,150721586,ENSG00000181652.20_9,ATG9B,-
chr7,150725508,150744869,ENSG00000197150.13_14,ABCB8,+
chr7,150745378,150749843,ENSG00000213199.8_14,ASIC3,+
chr7,150750901,150754984,ENSG00000164885.13_9,CDK5,-
chr7,150754296,150773614,ENSG00000164889.16_14,SLC4A2,+
chr7,150759014,150759065,ENSG00000288608.1_5,ENSG00000288608,+
chr7,150773710,150777953,ENSG00000164896.21_12,FASTK,-
chr7,150778171,150780580,ENSG00000164897.14_17,TMUB1,-
chr7,150782917,150841523,ENSG00000133612.20_12,AGAP3,+
chr7,150845095,150871832,ENSG00000164900.5_8,GBX1,-
chr7,150872784,150884919,ENSG00000146926.11_11,ASB10,-
chr7,150887959,150902582,ENSG00000278685.4_12,IQCA1L,-
chr7,150904922,150907574,ENSG00000285480.2_10,H2BK1,-
chr7,150904922,150924252,ENSG00000285292.1_11,ABCF2-H2BK1,-
chr7,150908569,150924291,ENSG00000033050.9_13,ABCF2,-
chr7,150929568,150938065,ENSG00000033100.17_12,CHPF2,+
chr7,150935849,150974982,ENSG00000082014.17_12,SMARCD3,-
chr7,151038857,151075535,ENSG00000013374.17_15,NUB1,+
chr7,151072994,151107813,ENSG00000187260.16_9,WDR86,-
chr7,151125917,151137899,ENSG00000127377.10_15,CRYGN,-
chr7,151163097,151217206,ENSG00000106615.10_16,RHEB,-
chr7,151253209,151574299,ENSG00000106617.16_22,PRKAG2,-
chr7,151653463,151717014,ENSG00000106648.15_8,GALNTL5,+
chr7,151722758,151819432,ENSG00000178234.14_13,GALNT11,+
chr7,151832006,152133729,ENSG00000055609.21_21,KMT2C,-
chr7,152341860,152373278,ENSG00000196584.4_10,XRCC2,-
chr7,152456833,152552463,ENSG00000133627.18_7,ACTR3B,+
chr7,153445217,154685995,ENSG00000130226.18_15,DPP6,+
chr7,154735396,154794834,ENSG00000157212.20_12,PAXIP1,-
chr7,154862033,154879102,ENSG00000157219.5_12,HTR5A,+
chr7,155089485,155101945,ENSG00000186480.13_10,INSIG1,+
chr7,155250823,155257526,ENSG00000164778.4_5,EN2,+
chr7,155266900,155348145,ENSG00000146910.14_15,CNPY1,-
chr7,155266950,155437100,ENSG00000283128.3_16,ENSG00000283128,-
chr7,155437144,155574179,ENSG00000184863.11_16,RBM33,+
chr7,155592673,155605157,ENSG00000164690.8_12,SHH,-
chr7,156432974,156469824,ENSG00000105982.17_12,RNF32,+
chr7,156461639,156685910,ENSG00000105983.23_15,LMBR1,-
chr7,156742405,156765870,ENSG00000146909.8_7,NOM1,+
chr7,156786744,156803357,ENSG00000130675.15_16,MNX1,-
chr7,156931619,157062064,ENSG00000009335.19_10,UBE3C,+
chr7,157128074,157210133,ENSG00000105993.15_15,DNAJB6,+
chr7,157331749,158380515,ENSG00000155093.20_15,PTPRN2,-
chr7,158423860,158497495,ENSG00000146918.20_12,NCAPG2,-
chr7,158523685,158622944,ENSG00000117868.18_17,ESYT2,-
chr7,158649248,158749438,ENSG00000126870.16_9,DYNC2I1,+
chr7,158820865,158937559,ENSG00000106018.14_11,VIPR2,-
chr8,116085,117024,ENSG00000176269.4_7,OR4F21,-
chr8,182136,214703,ENSG00000172748.14_11,ZNF596,+
chr8,356427,427967,ENSG00000147364.17_14,FBXO25,+
chr8,439802,495781,ENSG00000180190.13_10,TDRP,-
chr8,564745,688106,ENSG00000104714.14_13,ERICH1,-
chr8,687627,1656642,ENSG00000198010.13_14,DLGAP2,+
chr8,1703943,1749877,ENSG00000182372.10_18,CLN8,+
chr8,1772091,1906807,ENSG00000104728.16_14,ARHGEF10,+
chr8,1921842,1955102,ENSG00000176595.4_8,KBTBD11,+
chr8,1993160,2113475,ENSG00000036448.10_8,MYOM2,+
chr8,2792874,4852494,ENSG00000183117.20_21,CSMD1,-
chr8,6264112,6506029,ENSG00000147316.15_14,MCPH1,+
chr8,6357152,6420930,ENSG00000091879.14_12,ANGPT2,-
chr8,6566162,6619024,ENSG00000155189.12_9,AGPAT5,+
chr8,6666037,6693046,ENSG00000275591.5_9,XKR5,-
chr8,6728113,6735458,ENSG00000164825.4_9,DEFB1,-
chr8,6782218,6783598,ENSG00000164822.5_9,DEFA6,-
chr8,6793341,6795828,ENSG00000164821.5_9,DEFA4,-
chr8,6835170,6837614,ENSG00000206047.4_8,DEFA1,-
chr8,6854287,6856720,ENSG00000240247.8_9,DEFA1B,-
chr8,6873390,6875819,ENSG00000239839.7_10,DEFA3,-
chr8,6912825,6914261,ENSG00000164816.8_9,DEFA5,-
chr8,7114425,7117436,ENSG00000230045.4_7,FAM90A15,+
chr8,7122047,7125058,ENSG00000233132.4_9,FAM90A3,+
chr8,7137291,7140302,ENSG00000223885.4_7,FAM90A13,+
chr8,7144913,7147924,ENSG00000215373.4_7,FAM90A5,+
chr8,7152535,7155546,ENSG00000233295.3_7,FAM90A20,+
chr8,7170243,7177618,ENSG00000206034.2_11,DEFB109B,+
chr8,7189908,7191501,ENSG00000230549.3_7,USP17L1,+
chr8,7194636,7196229,ENSG00000236125.3_7,USP17L4,+
chr8,7213038,7243080,ENSG00000215372.6_8,ZNF705G,-
chr8,7230635,7235022,ENSG00000215371.3_11,DEFB108C,+
chr8,7272376,7274385,ENSG00000177257.3_10,DEFB4B,-
chr8,7286409,7287870,ENSG00000177243.3_9,DEFB103B,-
chr8,7300205,7321196,ENSG00000164871.18_15,SPAG11B,-
chr8,7327829,7332604,ENSG00000177023.2_8,DEFB104B,-
chr8,7340025,7343922,ENSG00000187082.2_7,DEFB106B,-
chr8,7345200,7347115,ENSG00000186599.8_7,DEFB105B,+
chr8,7353432,7366833,ENSG00000198129.3_7,DEFB107B,+
chr8,7397148,7399972,ENSG00000255251.2_4,PRR23D1,+
chr8,7414221,7417234,ENSG00000285975.1_9,FAM90A7,-
chr8,7429516,7432528,ENSG00000285687.1_9,FAM90A22,-
chr8,7437165,7440175,ENSG00000285765.1_9,FAM90A23,-
chr8,7572964,7575975,ENSG00000285814.1_6,FAM90A14,+
chr8,7580612,7583623,ENSG00000285913.1_6,FAM90A18,+
chr8,7588260,7591271,ENSG00000285620.1_7,FAM90A16,+
chr8,7595908,7598918,ENSG00000285937.1_6,FAM90A8,+
chr8,7603555,7606566,ENSG00000285720.1_7,FAM90A17,+
chr8,7611203,7614214,ENSG00000285657.1_6,FAM90A19,+
chr8,7618851,7621862,ENSG00000285607.1_6,FAM90A9,+
chr8,7636112,7638935,ENSG00000255378.1_8,PRR23D2,-
chr8,7669241,7673238,ENSG00000186572.2_8,DEFB107A,-
